code;code0;code1;nivel0;nivel1
J985;J00-J99;J95-J99;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DEL SISTEMA RESPIRATORIO
J449;J00-J99;J40-J47;ENFERMEDADES DEL SISTEMA RESPIRATORIO;ENFERMEDADES CRÓNICAS DE LAS VÍAS RESPIRATORIAS INFERIORES
J380;J00-J99;J30-J39 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DE LAS VÍAS RESPIRATORIAS SUPERIORES
J385;J00-J99;J30-J39 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DE LAS VÍAS RESPIRATORIAS SUPERIORES
J382;J00-J99;J30-J39 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DE LAS VÍAS RESPIRATORIAS SUPERIORES
J81;J00-J99;J80-J84;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES RESPIRATORIAS QUE AFECTAN PRINCIPALMENTE AL INTERSTICIO
J852;J00-J99;J85-J86;ENFERMEDADES DEL SISTEMA RESPIRATORIO;AFECCIONES SUPURATIVAS Y NECRÓTICAS DE LAS VÍAS RESPIRATORIAS INFERIORES
J90;J00-J99;J90–J94 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;#N/D
J451;J00-J99;J40-J47;ENFERMEDADES DEL SISTEMA RESPIRATORIO;ENFERMEDADES CRÓNICAS DE LAS VÍAS RESPIRATORIAS INFERIORES
J986;J00-J99;J95-J99;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DEL SISTEMA RESPIRATORIO
J371;J00-J99;J30-J39 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DE LAS VÍAS RESPIRATORIAS SUPERIORES
J352;J00-J99;J30-J39 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DE LAS VÍAS RESPIRATORIAS SUPERIORES
J949;J00-J99;J90-J94 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS
J984;J00-J99;J95-J99;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DEL SISTEMA RESPIRATORIO
J350;J00-J99;J30-J39 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DE LAS VÍAS RESPIRATORIAS SUPERIORES
J64;J00-J99;J60-J70;ENFERMEDADES DEL SISTEMA RESPIRATORIO;ENFERMEDADES DEL PULMÓN DEBIDAS A AGENTES EXTERNOS
J93;J00-J99;J90–J94 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;#N/D
J340;J00-J99;J30-J39 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DE LAS VÍAS RESPIRATORIAS SUPERIORES
J61;J00-J99;J60-J70;ENFERMEDADES DEL SISTEMA RESPIRATORIO;ENFERMEDADES DEL PULMÓN DEBIDAS A AGENTES EXTERNOS
J60;J00-J99;J60-J70;ENFERMEDADES DEL SISTEMA RESPIRATORIO;ENFERMEDADES DEL PULMÓN DEBIDAS A AGENTES EXTERNOS
J930;J00-J99;J90-J94 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS
J981;J00-J99;J95-J99;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DEL SISTEMA RESPIRATORIO
J841;J00-J99;J80-J84;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES RESPIRATORIAS QUE AFECTAN PRINCIPALMENTE AL INTERSTICIO
J853;J00-J99;J85-J86;ENFERMEDADES DEL SISTEMA RESPIRATORIO;AFECCIONES SUPURATIVAS Y NECRÓTICAS DE LAS VÍAS RESPIRATORIAS INFERIORES
J348;J00-J99;J30-J39 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DE LAS VÍAS RESPIRATORIAS SUPERIORES
J681;J00-J99;J60-J70;ENFERMEDADES DEL SISTEMA RESPIRATORIO;ENFERMEDADES DEL PULMÓN DEBIDAS A AGENTES EXTERNOS
J628;J00-J99;J60-J70;ENFERMEDADES DEL SISTEMA RESPIRATORIO;ENFERMEDADES DEL PULMÓN DEBIDAS A AGENTES EXTERNOS
J940;J00-J99;J90-J94 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS
E079;E00-E89;E00-E07;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE LA GLÁNDULA TIROIDES
E66;E00-E89;E65-E68;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;OBESIDAD Y OTROS TIPOS DE HIPERALIMENTACIÓN
E06;E00-E89;E00-E07;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE LA GLÁNDULA TIROIDES
E46;E00-E89;E40-E46;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;DESNUTRICIÓN
E84;E00-E89;E70-E90;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS METABÓLICOS
E11;E00-E89;E10-E14;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;DIABETES MELLITUS
E86;E00-E89;E70-E90;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS METABÓLICOS
E215;E00-E89;E20-E35;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE OTRAS GLÁNDULAS ENDOCRINAS
E169;E00-E89;E15-E16;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;OTROS TRASTORNOS DE LA REGULACIÓN DE LA GLUCOSA Y DE LA SECRECIÓN INTERNA DEL PÁNCREAS
E10;E00-E89;E10-E14;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;DIABETES MELLITUS
E283;E00-E89;E20-E35;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE OTRAS GLÁNDULAS ENDOCRINAS
E890;E00-E89;E70-E90;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS METABÓLICOS
E04;E00-E89;E00-E07;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE LA GLÁNDULA TIROIDES
E349;E00-E89;E20-E35;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE OTRAS GLÁNDULAS ENDOCRINAS
E03;E00-E89;E00-E07;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE LA GLÁNDULA TIROIDES
E105;E00-E89;E10-E14;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;DIABETES MELLITUS
E662;E00-E89;E65-E68;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;OBESIDAD Y OTROS TIPOS DE HIPERALIMENTACIÓN
E05;E00-E89;E00-E07;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE LA GLÁNDULA TIROIDES
E232;E00-E89;E20-E35;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE OTRAS GLÁNDULAS ENDOCRINAS
E898;E00-E89;E70-E90;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS METABÓLICOS
E209;E00-E89;E20-E35;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE OTRAS GLÁNDULAS ENDOCRINAS
E872;E00-E89;E70-E90;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS METABÓLICOS
E012;E00-E89;E00-E07;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE LA GLÁNDULA TIROIDES
E282;E00-E89;E20-E35;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE OTRAS GLÁNDULAS ENDOCRINAS
E24;E00-E89;E20-E35;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE OTRAS GLÁNDULAS ENDOCRINAS
E069;E00-E89;E00-E07;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE LA GLÁNDULA TIROIDES
E229;E00-E89;E20-E35;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE OTRAS GLÁNDULAS ENDOCRINAS
E55;E00-E89;E50-E64;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;OTRAS DEFICIENCIAS NUTRICIONALES
E873;E00-E89;E70-E90;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS METABÓLICOS
E74;E00-E89;E70-E90;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS METABÓLICOS
E274;E00-E89;E20-E35;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE OTRAS GLÁNDULAS ENDOCRINAS
E210;E00-E89;E20-E35;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE OTRAS GLÁNDULAS ENDOCRINAS
E73;E00-E89;E70-E90;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS METABÓLICOS
E29;E00-E89;E20-E35;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE OTRAS GLÁNDULAS ENDOCRINAS
E72;E00-E89;E70-E90;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS METABÓLICOS
E271;E00-E89;E20-E35;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE OTRAS GLÁNDULAS ENDOCRINAS
E26;E00-E89;E20-E35;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE OTRAS GLÁNDULAS ENDOCRINAS
E15;E00-E89;E15-E16;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;OTROS TRASTORNOS DE LA REGULACIÓN DE LA GLUCOSA Y DE LA SECRECIÓN INTERNA DEL PÁNCREAS
E064;E00-E89;E00-E07;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;TRASTORNOS DE LA GLÁNDULA TIROIDES
E68;E00-E89;E65-E68;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;OBESIDAD Y OTROS TIPOS DE HIPERALIMENTACIÓN
E53;E00-E89;E50-E64;ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS;OTRAS DEFICIENCIAS NUTRICIONALES
Z29;Z00-Z99;Z20-Z29;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD;PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON ENFERMEDADES TRANSMISIBLES
Z03;Z00-Z99;Z00-Z13;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD;PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN Y EXÁMENES
Z312;Z00-Z99;Z30-Z39;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD;PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD EN CIRCUNSTANCIAS RELACIONADAS CON LA REPRODUCCIÓN
Z54;Z00-Z99;Z40-Z54;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD;PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA PROCEDIMIENTOS ESPECÍFICOS Y CUIDADOS DE SALUD
Z311;Z00-Z99;Z30-Z39;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD;PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD EN CIRCUNSTANCIAS RELACIONADAS CON LA REPRODUCCIÓN
Z65;Z00-Z99;Z55-Z65;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD;PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON CIRCUNSTANCIAS SOCIOECONÓMICAS Y PSICOSOCIALES
Z931;Z00-Z99;Z80-Z99;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD;PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON SU HISTORIA FAMILIAR Y PERSONAL, Y ALGUNAS CONDICIONES QUE INFLUYEN SOBRE SU ESTADO DE SALUD
Z933;Z00-Z99;Z80-Z99;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD;PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON SU HISTORIA FAMILIAR Y PERSONAL, Y ALGUNAS CONDICIONES QUE INFLUYEN SOBRE SU ESTADO DE SALUD
Z56;Z00-Z99;Z55-Z65;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD;PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON CIRCUNSTANCIAS SOCIOECONÓMICAS Y PSICOSOCIALES
Z63;Z00-Z99;Z55-Z65;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD;PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON CIRCUNSTANCIAS SOCIOECONÓMICAS Y PSICOSOCIALES
Z930;Z00-Z99;Z80-Z99;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD;PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON SU HISTORIA FAMILIAR Y PERSONAL, Y ALGUNAS CONDICIONES QUE INFLUYEN SOBRE SU ESTADO DE SALUD
F33;F01-F99;F30-F39;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS DEL HUMOR [AFECTIVOS]
F411;F01-F99;F40-F48;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS NEURÓTICOS, TRASTORNOS RELACIONADOS CON EL ESTRÉS Y TRASTORNOS SOMATOMORFOS
F50;F01-F99;F50-F59;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;SÍNDROMES DEL COMPORTAMIENTO ASOCIADOS CON ALTERACIONES FISIOLÓGICAS Y FACTORES FÍSICOS
F06;F01-F99;F00-F09;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS MENTALES ORGÁNICOS, INCLUIDOS LOS TRASTORNOS SINTOMÁTICOS
F98;F01-F99;F90-F98;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA
F32;F01-F99;F30-F39;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS DEL HUMOR [AFECTIVOS]
F410;F01-F99;F40-F48;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS NEURÓTICOS, TRASTORNOS RELACIONADOS CON EL ESTRÉS Y TRASTORNOS SOMATOMORFOS
F431;F01-F99;F40-F48;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS NEURÓTICOS, TRASTORNOS RELACIONADOS CON EL ESTRÉS Y TRASTORNOS SOMATOMORFOS
F29;F01-F99;F20-F29;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;ESQUIZOFRENIA, TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES
F53;F01-F99;F50-F59;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;SÍNDROMES DEL COMPORTAMIENTO ASOCIADOS CON ALTERACIONES FISIOLÓGICAS Y FACTORES FÍSICOS
F31;F01-F99;F30-F39;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS DEL HUMOR [AFECTIVOS]
F19;F01-F99;F10-F19;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS
F40;F01-F99;F40-F48;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS NEURÓTICOS, TRASTORNOS RELACIONADOS CON EL ESTRÉS Y TRASTORNOS SOMATOMORFOS
F16;F01-F99;F10-F19;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS
F10;F01-F99;F10-F19;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS
F609;F01-F99;F60-F69;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS
F34;F01-F99;F30-F39;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS DEL HUMOR [AFECTIVOS]
F30;F01-F99;F30-F39;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS DEL HUMOR [AFECTIVOS]
F45;F01-F99;F40-F48;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS NEURÓTICOS, TRASTORNOS RELACIONADOS CON EL ESTRÉS Y TRASTORNOS SOMATOMORFOS
F90;F01-F99;F90-F98;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA
F14;F01-F99;F10-F19;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS
F502;F01-F99;F50-F59;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;SÍNDROMES DEL COMPORTAMIENTO ASOCIADOS CON ALTERACIONES FISIOLÓGICAS Y FACTORES FÍSICOS
F84;F01-F99;F80-F89;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS DEL DESARROLLO PSICOLÓGICO
F03;F01-F99;F00-F09;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS MENTALES ORGÁNICOS, INCLUIDOS LOS TRASTORNOS SINTOMÁTICOS
F20;F01-F99;F20-F29;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;ESQUIZOFRENIA, TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES
F18;F01-F99;F10-F19;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS
S01;S00-T88;S00-S09;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CABEZA
T784;S00-T88;T66-T78;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS
S93;S00-T88;S90-S99;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL TOBILLO Y DEL PIE
S00;S00-T88;S00-S09;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CABEZA
S927;S00-T88;S90-S99;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL TOBILLO Y DEL PIE
S830;S00-T88;S80-S89;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA RODILLA Y DE LA PIERNA
S66;S00-T88;S60-S69;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA MUÑECA Y DE LA MANO
T301;S00-T88;T20-T32;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;QUEMADURAS Y CORROSIONES
S61;S00-T88;S60-S69;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA MUÑECA Y DE LA MANO
S63;S00-T88;S60-S69;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA MUÑECA Y DE LA MANO
T17;S00-T88;T15-T19;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;EFECTOS DE CUERPOS EXTRAÑOS QUE PENETRAN POR ORIFICIOS NATURALES
S60;S00-T88;S60-S69;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA MUÑECA Y DE LA MANO
S837;S00-T88;S80-S89;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA RODILLA Y DE LA PIERNA
S092;S00-T88;S00-S09;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CABEZA
S86;S00-T88;S80-S89;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA RODILLA Y DE LA PIERNA
S34;S00-T88;S30-S39;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ABDOMEN, DE LA REGIÓN LUMBOSACRA, DE LA COLUMNA LUMBAR Y DE LA PELVIS
S21;S00-T88;S20-S29;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL TÓRAX
S43;S00-T88;S40-S49;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL HOMBRO Y DEL BRAZO
S05;S00-T88;S00-S09;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CABEZA
T039;S00-T88;T00-T07;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS QUE AFECTAN MÚLTIPLES REGIONES DEL CUERPO
T302;S00-T88;T20-T32;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;QUEMADURAS Y CORROSIONES
S83;S00-T88;S80-S89;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA RODILLA Y DE LA PIERNA
S96;S00-T88;S90-S99;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL TOBILLO Y DEL PIE
S81;S00-T88;S80-S89;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA RODILLA Y DE LA PIERNA
S009;S00-T88;S00-S09;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CABEZA
S526;S00-T88;S50-S59;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ANTEBRAZO Y DEL CODO
T290;S00-T88;T20-T32;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;QUEMADURAS Y CORROSIONES
S134;S00-T88;S10-S19;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL CUELLO
S87;S00-T88;S80-S89;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA RODILLA Y DE LA PIERNA
S30;S00-T88;S30-S39;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ABDOMEN, DE LA REGIÓN LUMBOSACRA, DE LA COLUMNA LUMBAR Y DE LA PELVIS
S90;S00-T88;S90-S99;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL TOBILLO Y DEL PIE
T90;S00-T88;T90-T98;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;SECUELAS DE TRAUMATISMOS, DE ENVENENAMIENTOS Y DE OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS
S64;S00-T88;S60-S69;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA MUÑECA Y DE LA MANO
T149;S00-T88;T08-T14;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE PARTE NO ESPECIFICADA DEL TRONCO, MIEMBRO O REGIÓN DEL CUERPO
S67;S00-T88;S60-S69;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA MUÑECA Y DE LA MANO
S94;S00-T88;S90-S99;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL TOBILLO Y DEL PIE
